group,genres,year,url,genres_coded
OTTO DIX,ПОСТ-ИНДАСТРИАЛ;ДАРКВЭЙВ;EBM;ГОТИК-РОК;ИНДАСТРИАЛ-РОК;ДАРК-ЭМБИЕНТ;АВАНГАРД,2004.0,https://ru.wikipedia.org/wiki/Otto_Dix,ELECTRONIC BODY MUSIC;GOTHIC ROCK;DARK AMBIENT;AVANTGARDE;INDUSTRIAL ROCK;DARK WAVE;POST INDUSTRIAL
OUTCRY,РОК-Н-РОЛ;РОК,1998.0,https://uk.wikipedia.org/wiki/Outcry,ROCK-N-ROLL;ROCK
OUTLOUDZ,ПОП,2010.0,https://et.wikipedia.org/wiki/Outloudz,POP
P.M.V,,,,
P.W.A.,RAC,,https://et.wikipedia.org/wiki/P.W.A.,RAC
P3,,,,
PAABEL,FOLKDŽÄSS,,https://et.wikipedia.org/wiki/Paabel_(ansambel),FOLK JAZZ
PAGAN REIGN,,,,
PAHA POLLY,ALTERNATIIV-ROCK,2005.0,https://et.wikipedia.org/wiki/Paha_Polly,ALTERNATIVE ROCK
PAHA VÄRK,,,https://et.wikipedia.org/wiki/Paha_V%C3%A4rk,
PAINFUL MEMORIES,,,,
PAINGREED,,,,
PALDERJAN,VIA,1975.0,https://et.wikipedia.org/wiki/Palderjan_(ansambel),VIA
PALE SUN,,,,
PALTUS MUTANTUS,,,,
PAMATINSTINKTS,ELEKTRONISKĀ DEJU MŪZIKA;POPMŪZIKA;R&B,1993.0,https://lv.wikipedia.org/wiki/Pamatinstinkts_(grupa),POP;ELECTRONIC BODY MUSIC;RHYTM-N-BLUES
PANANIEBA,ГІП-ГОП;РЭП,2006.0,https://be-tarask.wikipedia.org/wiki/PANaNieba,RAP;HIP HOP
PANDEMIA,ROCK,,,ROCK
PANDORA SNAIL,,,,
PANIVALKOVA,ІНДІ-ПОП,2013.0,https://uk.wikipedia.org/wiki/Panivalkova,INDIE POP
PANKE SHAVA,ФАНК-РОК;РОК;БЛЮЗ-РОК;ЕТНО,2008.0,https://uk.wikipedia.org/wiki/PanKe_Shava,BLUES ROCK;FUNK ROCK;ROCK;ETHNO
PANTOKRAATOR,РОК,1983.0,https://et.wikipedia.org/wiki/Pantokraator_(ansambel),ROCK
PARA BELLVM,ПОСТ-ПАНК;ГОТИЧЕСКИЙ РОК;ДАРК-РОК,1997.0,https://ru.wikipedia.org/wiki/Para_bellvm,DARK ROCK;POST PUNK;GOTHIC ROCK
PARADISE CREW,ПОП;РОК-МУЗЫКА,2004.0,https://et.wikipedia.org/wiki/Paradise_Crew,POP;ROCK
PARADOKS,,,,
PARALELA 47,GRUNGE;POP ROCK;ROCK ALTERNATIV,2008.0,https://ro.wikipedia.org/wiki/Paralela_47,ALTERNATIVE ROCK;GRUNGE;POP ROCK
PARANOIA,,,,
PARASON,РОК,2003.0,https://be-tarask.wikipedia.org/wiki/Parason,ROCK
PARIIS,,,,
PARRICIDE,,,,
PARTY,,,,
PARTYZONE,РОК,1994.0,https://be-tarask.wikipedia.org/wiki/Partyzone,ROCK
PASLÖÖBINA,,,,
PAWA,,2011.0,https://be.wikipedia.org/wiki/Pawa,
PDTA,,,https://uk.wikipedia.org/wiki/PDTA,
PEACEMAKER,,,,
PEDIGREE,INDUSTRIAL METAL,1993.0,https://et.wikipedia.org/wiki/Pedigree,INDUSTRIAL METAL
PELENAI,РОК,1986.0,https://lt.wikipedia.org/wiki/Pelenai_(grup%C4%97),ROCK
PEN LONDON AND THE BOX,,,,
PEOLEO,,1965.0,https://et.wikipedia.org/wiki/Peoleo_(ansambel),
PEP-SEE,ДИСКО,1992.0,https://ru.wikipedia.org/wiki/Pep-See,DISCO
PER,BĪTBOKSS;POPMŪZIKA,2007.0,https://lv.wikipedia.org/wiki/PeR,POP;BEAT BOX
PERFECT CRIME,,,,
PERIMETER,ТЕХНИЧНЫЙ ДЭТ-МЕТАЛ;AVANTGARDE DEATH METAL;ДЭТКОР;БРУТАЛЬНЫЙ ДЭТ-МЕТАЛ,2004.0,https://ru.wikipedia.org/wiki/Perimeter,AVANTGARDE DEATH METAL;BRUTAL DEATH METAL;DEATHCORE;TECHNO DEATH METAL
PERSONA NON GRATA,,,,
PERUNЪ,,,,
PETE-PAFF,,,,
PETER PAN THE BAND,,,,
PHLOX,,2000.0,https://et.wikipedia.org/wiki/Phlox,
PIANOБОЙ,,2009.0,https://uk.wikipedia.org/wiki/Piano%D0%B1%D0%BE%D0%B9,
PICK-UP,ПОП-РОК;АЛЬТЕРНАТИВНИЙ РОК;ХРИСТИЯНСЬКИЙ РОК,2005.0,https://uk.wikipedia.org/wiki/PICK-UP,ALTERNATIVE ROCK;CHRISTIAN ROCK;POP ROCK
PIENO LAZERIAI,FUNK;IDM;ELECTRONIC;JAZZ;HARDCORE;PUNK,2002.0,https://lt.wikipedia.org/wiki/Pieno_lazeriai,FUNK;IDM;ELECTRONIC;JAZZ;HARDCORE;PUNK
PIENVEDĒJA PIEDZĪVOJUMI,ALTERNATĪVAIS ROKS;POSTGRANDŽS,1994.0,https://lv.wikipedia.org/wiki/Pienved%C4%93ja_Piedz%C4%ABvojumi,ALTERNATIVE ROCK;POST GRUNGE
PILIGRIMAS,HARDROCK,1981.0,https://lt.wikipedia.org/wiki/Piligrimas_(grup%C4%97),HARD ROCK
PILLIPIIGAD,FOLK,,,FOLK
PINS,ПРОГРЕСИВНИЙ РОК;АЛЬТЕРНАТИВНИЙ МЕТАЛ,1999.0,https://uk.wikipedia.org/wiki/Pins,ALTERNATIVE METAL;PROGRESSIVE ROCK
PIONIERI,HIPHOPS,2004.0,https://lv.wikipedia.org/wiki/Pionieri_(m%C5%ABzikas_grupa),HIP HOP
PIRATES OF THE SEA,EURODANCE;POPS,1998.0,https://lv.wikipedia.org/wiki/Pirates_of_the_Sea,POP;EURO DANCE
PITCH,,,,
PIĈISMO,ПАНК-РОК;ҐРАЙНД;НОЙЗ;ХАРДКОР-ПАНК;ЕСПЕРАНТОКОР;КРАСТ,1993.0,https://uk.wikipedia.org/wiki/Pi%C4%89ismo,HARDCORE PUNK;GRIND;CRUST;PUNK ROCK;ESPERANTO CORE;NOISE
PLAI,VIA,1982.0,https://ro.wikipedia.org/wiki/Forma%C8%9Bia_vocal-instrumental%C4%83_Plai,VIA
PLASTIC FANTASTIC!,ТРАНС-КОР;ПОП-ПАНК;ПОСТ-ХАРДКОР,2010.0,https://uk.wikipedia.org/wiki/Plastic_Fantastic!,POST HARDCORE;POP PUNK;TRANCE CORE
PLASTIKA,ЭКСПЕРИМЕНТАЛЬНЫЙ РОК;ПАУЭР-ПОП;АЛЬТЕРНАТИВНЫЙ РОК;НОВАЯ ВОЛНА;ПОСТ-ПАНК;ЭЛЕКТРОННАЯ МУЗЫКА,2001.0,https://ru.wikipedia.org/wiki/Plastika,NEW WAVE;EXPERIMENTAL ROCK;ELECTRONIC;POWER POP;ALTERNATIVE ROCK;POST PUNK
PLATINA,ПОП-РОК,2003.0,https://uk.wikipedia.org/wiki/Platina,POP ROCK
PLAZMA,ПОП-РОК;СИНТИ-ПОП;ЕВРОДЭНС,2000.0,https://ru.wikipedia.org/wiki/Plazma,POP ROCK;SYNTH POP;EURO DANCE
PLEKKSAAPAD,HEAVY METAL,2006.0,https://et.wikipedia.org/wiki/Plekksaapad,HEAVY METAL
POCCOLUS,PAGAN METAL,1993.0,https://lt.wikipedia.org/wiki/Poccolus,PAGAN METAL
POINT (RU),,,,
POINT (UA),АЛЬТЕРНАТИВА,2005.0,https://uk.wikipedia.org/wiki/POINT_(%D0%B3%D1%83%D1%80%D1%82),ALTERNATIVE
POKERIS,,2000.0,https://lt.wikipedia.org/wiki/Pokeris_(grup%C4%97),
POLYPHON/CONSILIUM,,1974.0,https://et.wikipedia.org/wiki/Consilium,
POMIDOR/OFF,,,,
POMPEYA,ИНДИ-РОК,2007.0,https://ru.wikipedia.org/wiki/Pompeya,INDIE ROCK
POP MANIACS,,,https://et.wikipedia.org/wiki/POP_Maniacs,
POP-POJAD,,,,
POPIDIOT,ELECTRO;SYNTHPOP;NEW WAVE,2000.0,https://et.wikipedia.org/wiki/Popidiot,ELECTRONIC;NEW WAVE;SYNTH POP
PORT MONE,ЭКСПЕРИМЕНТАЛЬНАЯ;ИНСТРУМЕНТАЛЬНАЯ;МИНИМАЛИЗМ;WORLD MUSIC;ALTERNATIVE ACCORDION,2006.0,https://ru.wikipedia.org/wiki/Port_Mone,WORLD MUSIC;INSTRUMENTAL;ALTERNATIVE ACCORDION;EXPERIMENTAL;MINIMAL MUSIC
POSITRON,,,,
POSTHUMOUS BLASPHEMER,,,,
POSTSENSE,ПОСТ-РОК,2007.0,https://uk.wikipedia.org/wiki/Postsense,POST ROCK
POSÕ,FOLK'N'ROLL,2012.0,https://et.wikipedia.org/wiki/POS%C3%95,FOLK'N'ROLL
PRAGNAVIT,AMBIENT;ETHNO;RITUALINĖ MUZIKA;DARK AMBIENT,1996.0,https://be.wikipedia.org/wiki/Pragnavit,AMBIENT;ETHNO;RITUAL MUSIC;DARK AMBIENT
PRECIOUS,,,,
PREDICT,РОК;ИНДИ-РОК;АЛЬТЕРНАТИВНЫЙ РОК,2004.0,https://ru.wikipedia.org/wiki/Predict_(%D0%B3%D1%80%D1%83%D0%BF%D0%BF%D0%B0),ALTERNATIVE ROCK;ROCK;INDIE ROCK
PRESENT PERFECT BAND,,,,
PRETERNATURAL,GOTHIC METAL;БЛЭК-МЕТАЛ;МЕЛОДИЧЕСКИЙ ДЭТ-МЕТАЛ,1999.0,https://ru.wikipedia.org/wiki/Preternatural,GOTHIC METAL;MELODIC DEATH METAL;BLACK METAL
PRETTY FLY,,,,
PRIME TIME,ПОСТ-ГРАНЖ;ПОП-РОК;ПОП-ПАНК;АЛЬТЕРНАТИВНИЙ РОК;ХАРД-РОК,2009.0,https://uk.wikipedia.org/wiki/Prime_Time,ALTERNATIVE ROCK;POP PUNK;HARD ROCK;POP ROCK;POST GRUNGE
PRINCESSA AVENUE,ПОП;РОК;ПОП-РОК,2007.0,https://ru.wikipedia.org/wiki/Princessa_Avenue,POP;ROCK;POP ROCK
PRIVATE RADIO,,,,
PRO-ROCK,,,,
PROHVET,,1986.0,https://et.wikipedia.org/wiki/Prohvet_(ansambel),
PROJECT DEKADENZ,CRUST PUNK;D-BEAT;SLUDGE METAL,2010.0,https://et.wikipedia.org/wiki/Project_Dekadenz,CRUST PUNK;D-BEAT;SLUDGE METAL
PROJEKT UNISON,,,,
PROOV 583,,1987.0,https://et.wikipedia.org/wiki/Proov_583,
PROPELLER,ПАНК,1978.0,https://et.wikipedia.org/wiki/Propeller_(ansambel),PUNK
PROSSPEKT,ДАБСТЕП;РОК;ФАНК;ПОП;ПОП-РОК;ДЖАЗ,2010.0,https://ru.wikipedia.org/wiki/ProSSpekt,FUNK;DUBSTEP;POP;ROCK;JAZZ;POP ROCK
PROVENTUS,,,,
PRĀTA VĒTRA/BRAINSTORM,ИНДИ-РОК;АЛЬТЕРНАТИВНЫЙ РОК;БРИТ-ПОП,1989.0,https://lv.wikipedia.org/wiki/Pr%C4%81ta_V%C4%93tra,ALTERNATIVE ROCK;BRIT POP;INDIE ROCK
PS TROIKA,,1987.0,https://et.wikipedia.org/wiki/PS_Troika,
PSEVDO/TNT,РОК;ПОП-РОК;УКРАЇНСЬКИЙ РОК;АЛЬТЕРНАТИВНИЙ РОК,2003.0,https://uk.wikipedia.org/wiki/PSeVdo,UKRAINIAN ROCK;ALTERNATIVE ROCK;ROCK;POP ROCK
PSILOCYBE LARVAE,ДУМ-МЕТАЛ;ПРОГРЕССИВНЫЙ МЕТАЛ;ДЭТ-МЕТАЛ,1996.0,https://ru.wikipedia.org/wiki/Psilocybe_Larvae,DEATH METAL;DOOM METAL;PROGRESSIVE METAL
PSYCHO,FUSION,1973.0,https://et.wikipedia.org/wiki/Psycho_(ansambel),FUSION
PSYCHO FAMILY,,,,
PSYCHOTERROR,ПАНК,1991.0,https://et.wikipedia.org/wiki/Psychoterror,PUNK
PUNK TV,ПОСТ-ПАНК;ЭЛЕКТРОНИК-РОК;ЭЛЕКТРОННАЯ МУЗЫКА;ИНДИ-РОК,2003.0,https://ru.wikipedia.org/wiki/Punk_TV,INDIE ROCK;ELECTRONIC;POST PUNK;ELECTRO ROCK
PUNTRA,,,,
PURPLE EVE,ПАНК-РОК;РОМАНС;РОК-Н-РОЛЛ;АКУСТИКА;ФОЛК-РОК;ПСИХОДЕЛИК-РОК;ГРАНЖ,2008.0,https://ru.wikipedia.org/wiki/Purple_Eve,ROMANCE;ROCK-N-ROLL;PSYCHODELIC ROCK;ACOUSTIC;PUNK ROCK;FOLK ROCK;GRUNGE
PURPLE FOG SIDE,ЭЛЕКТРОННАЯ МУЗЫКА;IDM;ДАРКВЭЙВ,1996.0,https://ru.wikipedia.org/wiki/Purple_Fog_Side,DARK WAVE;ELECTRONIC;IDM
PUS LACTATION,,,,
PUSH UP,,1990.0,https://et.wikipedia.org/wiki/Push_Up,
PUSHKING,,,,
PUTNU BALLE,ПОП,2002.0,https://lv.wikipedia.org/wiki/Putnu_Balle,POP
PUTTIN' ON THE BEATLES STYLE,,,,
PYRO TREES,INDIE,2011.0,https://lv.wikipedia.org/wiki/Pyro_Trees,INDIE
PÄRA TRUST,,,https://et.wikipedia.org/wiki/P%C3%A4ra_Trust,
PÄRAKUKE,,,,
PÄRIS ANNY,,,,
PÄRNU BIG BAND,,,,
PÕHJA-TALLINN,POP;HIP-HOP,2007.0,https://et.wikipedia.org/wiki/P%C3%B5hja-Tallinn_(ansambel),POP;HIP HOP
PÕHJAST,,,,
PÖÖRIÖÖ,,,,
PÜFFEL,,2005.0,https://et.wikipedia.org/wiki/P%C3%BCffel,
PĒRKONS,POPS;ROKS;INSTRUMENTĀLĀ MŪZIKA,1981.0,https://lv.wikipedia.org/wiki/P%C4%93rkons_(rokgrupa),POP;ROCK;INSTRUMENTAL
PĖDSAKAI,,,,
QARPA/ФАКТИЧНО САМI,ХАРДКОР;ПАНК-РОК;ТРІП-ХОП;ІНДАСТРІАЛ,1992.0,https://uk.wikipedia.org/wiki/Qarpa,INDUSTRIAL;TRIP HOP;PUNK ROCK;HARDCORE
QUADRAGESIMA,РОК;АЛЬТЕРНАТИВА;ГІТАРНИЙ БРЕЙК-БІТ,1998.0,https://uk.wikipedia.org/wiki/Quadragesima,ROCK;BREAK BEAT;ALTERNATIVE
QUARANTIN,,,,
QUARTA+,CLASSIC,2007.0,https://uk.wikipedia.org/wiki/Quarta%2B,CLASSICAL
QUATTRO CORDE,КЛАСИЧНА МУЗИКА;ЕТНО-ДЖАЗ;ДЖАЗ,2001.0,https://uk.wikipedia.org/wiki/Quattro_corde,CLASSICAL;ETHNO JAZZ;JAZZ
QUEST PISTOLS,ПОП;ПОП-РОК;ДАНС-ПОП,2007.0,https://uk.wikipedia.org/wiki/Quest_Pistols,POP;DANCE POP;POP ROCK
QUO VADIS,,,,
QUORUM,НЕО-ПРОГРЕССИВНЫЙ РОК,2003.0,https://ru.wikipedia.org/wiki/Quorum,NEOPROGRESSIVE ROCK
R – CORP,,,,
R.A.P.,ALTERNATĪVAIS ROKS,1999.0,https://lv.wikipedia.org/wiki/R.A.P.,ALTERNATIVE ROCK
R.I.S.H,,,,
RADAR,POP;PROGEROCK;JAZZFUSION,1978.0,https://et.wikipedia.org/wiki/Radar_(ansambel),POP;PROGRESSIVE ROCK;JAZZ FUSION
RADIO ЧАЧА,ПАНК-РОК,2010.0,https://ru.wikipedia.org/wiki/Radio_%D0%A7%D0%B0%D1%87%D0%B0,PUNK ROCK
RADIOOFF,JAZZ,,,JAZZ
RADIOVER,,,,
RAGAI,,,,
RAGE,,,,
RAJACAS,,1966.0,https://et.wikipedia.org/wiki/Rajacas,
RAKOTH,ДУМ-МЕТАЛ;ФОЛК-МЕТАЛ;БЛЭК-МЕТАЛ,1996.0,https://ru.wikipedia.org/wiki/Rakoth,BLACK METAL;FOLK METAL;DOOM METAL
RAPTILA CAMARADAZ,,,,
RARA AVIS,,,,
RASHAMBA,МЕТАЛКОР,2004.0,https://ru.wikipedia.org/wiki/Rashamba,METALCORE
RASTA ORCHESTRA,,,,
RASTOP POWER TRIO,,,,
RAUD-ANTS,FOLK METAL,2002.0,https://et.wikipedia.org/wiki/Raud-Ants,FOLK METAL
RAUDNE HÄLL,,,,
RAWONES,,,https://et.wikipedia.org/wiki/Rawones,
RD,,,,
RE1IKT,ПРОГРЕССИВНЫЙ РОК;АРТ-РОК;АЛЬТЕРНАТИВНЫЙ РОК;ХАРД-РОК;ФОЛК-РОК;ГРАНЖ;ПОСТ-МЕТАЛ;ФОЛК-МЕТАЛ;ПОСТ-РОК,1999.0,https://ru.wikipedia.org/wiki/Re1ikt,PROGRESSIVE ROCK;FOLK METAL;POST METAL;HARD ROCK;ALTERNATIVE ROCK;POST ROCK;ART ROCK;FOLK ROCK;GRUNGE
REAL,ROCK,,https://et.wikipedia.org/wiki/Real,ROCK
REALM OF CARNIVORA,ROCK,,,ROCK
REBEL,,,,
REBELHEART,РОК,1992.0,https://lt.wikipedia.org/wiki/Rebelheart,ROCK
REBORN IN CHAOS,,,,
RECHA,ПОП;ФОЛЬК-МАДЭРН,2002.0,https://be.wikipedia.org/wiki/RECHA,POP;FOLK MODERN
RED ELVISES,РОКАБИЛЛИ;СЁРФ-РОК;ФАНК;ФОЛК,1995.0,https://ru.wikipedia.org/wiki/Red_Elvises,ROCKABILLY;FOLK;FUNK;SURF ROCK
RED FACES,,,,
RED SAMARA AUTOMOBILE CLUB,,,,
REDS'COOL,,,,
REFLEKS,,,,
REFLEX,ПОП;ДИСКО;ЕВРОДЭНС,1999.0,https://ru.wikipedia.org/wiki/Reflex_(%D0%B3%D1%80%D1%83%D0%BF%D0%BF%D0%B0),POP;DISCO;EURO DANCE
REGREDIOR,,,,
REIDO,ПОЛІРЫТМІЧНЫ SLUDGE DOOM;FUNERAL DOOM DEATH,2002.0,https://be-tarask.wikipedia.org/wiki/Reido,FUNERAL DOOM DEATH;POLYRHYTHMIC SLUDGE DOOM
REIGANI,KOMĒDIJROKS;KANTRIPANKS,1993.0,https://lv.wikipedia.org/wiki/Reigani,COUNTRY PUNK;COMEDY ROCK
REIGN THE ABSOLUTE,,,,
REIZ,ЭЛЕКТРО-ИНДАСТРИАЛ;АГГРОТЕХ,2011.0,https://ru.wikipedia.org/wiki/Reiz,ELECTRO INDUSTRIAL;AGGROTECH
REK-TEK,,,,
REKEVIN,ЛАУНЖ;ЭЙСИД-ДЖАЗ;ДАУНТЕМПО,2005.0,https://ru.wikipedia.org/wiki/Rekevin,DOWNTEMPO;ACID JAZZ;LOUNGE
REMIX,ROKS;POPROKS,1985.0,https://lv.wikipedia.org/wiki/Remix,ROCK;POP ROCK
REMOTEBAND,,,,
RENEWAL,,,,
REQUIEM,РОК,1994.0,https://lt.wikipedia.org/wiki/Requiem_(grup%C4%97),ROCK
REQUITAL,,,,
RESIDE 72,POP-PUNK,2006.0,https://et.wikipedia.org/wiki/Reside_72,POP PUNK
RESISTANCE,,,,
REUSMARKT,ПАГАН-МЕТАЛ;АТМОСФЕРНИЙ БЛЕК-МЕТАЛ;ЕМБІЄНТ,1996.0,https://uk.wikipedia.org/wiki/Reusmarkt,ATMOSPHERIC BLACK METAL;PAGAN METAL;AMBIENT
REVALERS,,,,
REVELANCE,,,,
REVERENCE,JAZZ,2003.0,https://et.wikipedia.org/wiki/Reverence,JAZZ
REVOLVER,,,,
REVOЛЬVERS,ПОП,1998.0,https://ru.wikipedia.org/wiki/Revo%D0%BB%D1%8Cvers,POP
RIFFMASTER,БЛЮЗ;РОК;ГРАНДЖ,2003.0,https://uk.wikipedia.org/wiki/Riffmaster,BLUES;ROCK;GRUNGE
RISING SUN,ROCK;HARD ROCK,2007.0,https://et.wikipedia.org/wiki/Rising_Sun,ROCK;HARD ROCK
RISK,,,,
RITSIKAD,,,,
RIZUPS,ЕЛЕГАНТНИЙ ХІП-ХОП;РЕП-РОК,2007.0,https://uk.wikipedia.org/wiki/RIZUPS,ELEGANT HIP HOP;RAP ROCK
RO:TORO,,2000.0,https://et.wikipedia.org/wiki/Ro_toro,
ROBIROHI,BLUEGRASS;GOSPEL,,https://et.wikipedia.org/wiki/Robirohi_(ansambel),BLUEGRASS;GOSPEL
ROBOTS DON'T CRY,ЕМО;ПАНК-РОК;ГРАНЖ;АЛЬТЕРНАТИВНИЙ,2005.0,https://uk.wikipedia.org/wiki/Robots_Don%27t_Cry,PUNK ROCK;GRUNGE;ALTERNATIVE;EMO
ROCK ELEMENTS,,,,
ROCK HOTEL,РОК,1987.0,https://et.wikipedia.org/wiki/Rock_Hotel,ROCK
ROCK-H / РОКАШ,ФОЛЬК-РОК;РОК,2008.0,https://uk.wikipedia.org/wiki/Rock-H_/_%D0%A0%D0%BE%D0%BA%D0%B0%D1%88,FOLK ROCK;ROCK
ROCKERJOKER,АЛКО-БУГИ,2009.0,https://be-tarask.wikipedia.org/wiki/RockerJoker,ALCO BOOGIE
ROCKHOUSE,,2007.0,https://et.wikipedia.org/wiki/Rockhouse,
ROCKIN' LADY & HER RIVERTOWN BOYS,ROCKABILLY,2008.0,https://et.wikipedia.org/wiki/Rockin%27_Lady_%26_her_Rivertown_Boys,ROCKABILLY
ROCKМЕХАНИКА,БЛЮЗ;РОК;ШОУ;МУЛЬТИМЕДИЙНЫЙ СПЕКТАКЛЬ;ДЖАЗ,2005.0,https://ru.wikipedia.org/wiki/Rock%D0%BC%D0%B5%D1%85%D0%B0%D0%BD%D0%B8%D0%BA%D0%B0,BLUES;JAZZ;ROCK;SHOW;MULTIMEDIA SHOW
ROCK’N’ROLL CITY,,,,
RODEO,КАНТРИ,1985.0,https://et.wikipedia.org/wiki/Rodeo_(ansambel),COUNTRY
ROHELINE RAAMAT,,,,
ROJAUS TŪZAI,,,,
ROLL OF MIND,,,,
ROMAN RAIN,POP;НОВАЯ ВОЛНА;NEWWAVE;СИНТИ-ПОП;ДАРКВЭЙВ,2001.0,https://ru.wikipedia.org/wiki/Roman_Rain,POP;DARK WAVE;NEW WAVE;SYNTH POP
ROMANESQUE,,,,
ROMANOFF,,,,
ROMANTIKA,VIA,2003.0,https://et.wikipedia.org/wiki/Romantika_(ansambel),VIA
RONDELLUS,VANAMUUSIKA,1993.0,https://et.wikipedia.org/wiki/Rondellus,MEDIEVAL
RONINBEAT,,,,
ROOBATO GROOVES,,,,
ROSA ALBA,ФОЛК-РОК;ФЬЮЖН;АВТОРСКАЯ ПЕСНЯ,2005.0,https://ru.wikipedia.org/wiki/Rosa_Alba,FOLK ROCK;BARD;FUSION
ROSA INFRA,,,,
ROSA MARENA,РОК;ПОП-РОК;РОК-РОМАНС;УКРАЇНСЬКИЙ РОК,1999.0,https://uk.wikipedia.org/wiki/Rosa_Marena,ROCK ROMANCE;UKRAINIAN ROCK;ROCK;POP ROCK
ROSSOMAHAAR,БЛЭК-МЕТАЛ;ДЭТ-МЕТАЛ;СИМФОНИЧЕСКИЙ БЛЭК-МЕТАЛ,1995.0,https://ru.wikipedia.org/wiki/Rossomahaar,SYMPHONIC BLACK METAL;DEATH METAL;BLACK METAL
ROSTA AKNAD,,,,
ROSTANY,COMPLEXTRO;ELECTRO HOUSE;DUBSTEP,2012.0,https://ru.wikipedia.org/wiki/ROSTANY,COMPLEXTRO;ELECTRO HOUSE;DUBSTEP
ROUNDELAY/ХОRОВОД,АРТ-РОК;РОК;БАРОККО-ПОП;ФОЛК-РОК;КОММУНА;ХОР;РУССКИЙ РОК,2011.0,https://ru.wikipedia.org/wiki/Roundelay,COMMUNA;ROCK;CHORUS;FOLK ROCK;ART ROCK;BAROQUE POP;RUSSIAN ROCK
ROYAL ELEMENTS,,,,
RPM,STREETPUNK;SKA;OI!,2005.0,https://et.wikipedia.org/wiki/Rpm_(ansambel),STREET PUNK;SKA;OI!
RUINA,БЛЕК-МЕТАЛ;БЛЕК-ДЕЗ-МЕТАЛ,2006.0,https://uk.wikipedia.org/wiki/Ruina,BLACK METAL;BLACK DEATH METAL
RUINATION,MELODIC METAL,1992.0,https://lt.wikipedia.org/wiki/Ruination,MELODIC METAL
RUJA,ПРОГРЕСИВНИЙ РОК;ПСИХОДЕЛІК РОК;РОК;ФОЛК РОК;ХАРД РОК,,https://et.wikipedia.org/wiki/Ruja,FOLK ROCK;PROGRESSIVE ROCK;ROCK;HARD ROCK;PSYCHODELIC ROCK
RULE 24,,,,
RUMOR IS NEWS,,,,
RUN THROUGH THE JUNGLE,,,,
RUNES OF DIANCEHT,,,,
RUSHUS,,,,
RUTHLESS ORDER,ПРОГ-ДЕТ-МЕТАЛ,2006.0,https://ru.wikipedia.org/wiki/Ruthless_Order,PROGRESSIVE DEATH METAL
RYSYVELLED,,,,
RÕEM,,,,
RÕÕMU LAULUD,,,,
RÖÖVEL ÖÖBIK,INDIE ROCK,1980.0,https://et.wikipedia.org/wiki/R%C3%B6%C3%B6vel_%C3%96%C3%B6bik,INDIE ROCK
RÜTMIALLIKAL,,,,
RÜTMIKUD,RNR,1965.0,https://et.wikipedia.org/wiki/R%C3%BCtmikud,ROCK-N-ROLL
RĪGA,,,,
RĪGAS ESTRĀDES ORĶESTRIS,ЭСТРАДА,1957.0,https://ru.wikipedia.org/wiki/%D0%A0%D0%B8%D0%B6%D1%81%D0%BA%D0%B8%D0%B9_%D1%8D%D1%81%D1%82%D1%80%D0%B0%D0%B4%D0%BD%D1%8B%D0%B9_%D0%BE%D1%80%D0%BA%D0%B5%D1%81%D1%82%D1%80,ESTRADE
RŪSA,SMAGAIS ROKS;SMAGAIS METĀLS,1987.0,https://lv.wikipedia.org/wiki/R%C5%ABsa_(rokgrupa),HEAVY METAL;HARD ROCK
S.A.M.,ХЕВІ-МЕТАЛ;ТРЕШ-МЕТАЛ,2011.0,https://uk.wikipedia.org/wiki/S.A.M.(%D0%B3%D1%83%D1%80%D1%82),HEAVY METAL;THRASH METAL
S.C.A.L.P.,DEATH METAL;DOOM METAL,1991.0,https://ru.wikipedia.org/wiki/S.C.A.L.P.,DEATH METAL;DOOM METAL
S.E.R.C.,,,,
S.O.G.,,,,
S.P.G,,,,
S.P.O.R.T.,РОК;ПОСТ-ПАНК;АЛЬТЕРНАТИВНЫЙ РОК,1993.0,https://ru.wikipedia.org/wiki/S.P.O.R.T.,ALTERNATIVE ROCK;ROCK;POST PUNK
S.Y.D.,,,,
SACRIFICED,,,,
SAD JOLLY,FREEROCK,2006.0,https://ru.wikipedia.org/wiki/SAD_JOLLY,FREE ROCK
SAFETY MAGIC,,,,
SAINT PETERSBURG MUSETTE ENSEMBLE,,1984.0,https://ru.wikipedia.org/wiki/Saint_Petersburg_Musette_Ensemble,
SAKURA,АЛЬТЕРНАТИВНЫЙ РОК;ИНДИ-РОК,2001.0,https://ru.wikipedia.org/wiki/Sakura,ALTERNATIVE ROCK;INDIE ROCK
SALAMANDRA,,,,
SALANTINA,,,,
SALDĀS SEJAS,,,,
SALO V CHOKOLADI,FUNK-ROCK,2013.0,https://uk.wikipedia.org/wiki/Salo_v_Chokoladi,FUNK ROCK
SALVE,,,,
SAMOSABOYZZ,,,,
SAMPLE RATE,РОК;НЮ-МЕТАЛ,2008.0,https://uk.wikipedia.org/wiki/Sample_Rate_(%D0%B3%D1%83%D1%80%D1%82),NEW METAL;ROCK
SANCTIMONY,NĀVES METĀLS;SMAGAIS ROKS;SMAGAIS METĀLS,1994.0,https://lv.wikipedia.org/wiki/Sanctimony,DEATH METAL;HEAVY METAL;HARD ROCK
SANDWICH SHOES,ROCK,,,ROCK
SANTTU KARHU & TALVISOVAT,ФОЛК-РОК;НЕОФОЛК,1989.0,https://ru.wikipedia.org/wiki/Santtu_Karhu_%26_Talvisovat,FOLK ROCK;NEW FOLK
